ESTADO;NOMBRE NODO;ACRONIMO;PROVINCIA;COORDENADAS
ENSERVICIO;UBA;RARCIU19;CABA;[-58.399258,-34.59881]
NO INTEGRADO;TERMAS DE RIO HONDO;RARGTRH02;SANTIAGO DEL ESTERO;[-64.866223,-27.49858]
ENSERVICIO;AABE;RARCIU24;CABA;[-58.375276,-34.592563]
ENSERVICIO;PUENTE DEL INCA;RARMINC01;MENDOZA;[-69.912522,-32.823706]
ENSERVICIO;USPALLATA;RARMUSP01;MENDOZA;[-69.349389,-32.597194]
ENSERVICIO;SAN MIGUEL;RARKSMG01;CATAMARCA;[-66.202639,-28.140046]
ENSERVICIO;ANDALGALA;RARKAND01;CATAMARCA;[-66.31556944,-27.58519722]
ENSERVICIO;LA PLATA;RARBLPL04;BUENOS AIRES;[-57.9746888889,-34.9425166667]
ENSERVICIO;POTRERILLOS;RARMPRR01;MENDOZA;[-69.194701,-32.9615]
INACTIVO;FIAMBALA;RARKFIA01;CATAMARCA;[-67.6085749,-27.69316213]
INACTIVO;EL PUESTO;RARKEPS01;CATAMARCA;[-67.6304002,-27.92676215]
INACTIVO;TINOGASTA;RARKTIN01;CATAMARCA;[-67.56516944,-28.06616389]
INACTIVO;LA PUNTILLA (TINOGASTA);RARKPTL01;CATAMARCA;[-67.499989,-28.126661]
INACTIVO;COPACABANA;RARKCOP01;CATAMARCA;[-67.4981014,-28.12439147]
INACTIVO;LAGO PUELO;RARULAP02;CHUBUT;[-71.546614,-42.026261]
NO INTEGRADO;YPF PUERTO MADERO;RARBYPF02;CABA;[-58.3625,-34.6055556]
ENSERVICIO;PEAJE PILAR;RARBPLR02;BUENOS AIRES;[-58.708972,-34.461644]
ENSERVICIO;PEAJE CAMPANA;RARBCMP01;BUENOS AIRES;[-58.690117,-34.459025]
NO INTEGRADO;LAS CUEVAS;RARMCUE01;MENDOZA;[-70.08518243,-32.81]
ENSERVICIO;SAUJIL (POMAN);RARKSAU01;CATAMARCA;[-66.2117227,-28.17330911]
ENSERVICIO;COLPES (POMAN);RARKCOS01;CATAMARCA;[-66.2065039,-28.06065039]
ENSERVICIO;PEAJE TIGRE;RARBTGR01;BUENOS AIRES;[-58.559433,-34.485289]
ENSERVICIO;PEAJE MARQUEZ;RARBMRQ01;BUENOS AIRES;[-58.551317,-34.497475]
NO INTEGRADO;COLONIA ALEMANA (DESVINCULADO);RAREAMN01;ENTRE RIOS;[-58.00035,-30.9034528]
ENSERVICIO;PILAR;RARBPLR01;BUENOS AIRES;[-58.8661,-34.458664]
INACTIVO;PEAJE DEBENEDETTI;RARBDBT01;BUENOS AIRES;[-58.52095,-34.513167]
ENSERVICIO;GONNET-CIC;RARBGNT01;BUENOS AIRES;[-58.379641,-34.602426]
ENSERVICIO;EL PAJONAL;RARKPAJ01;CATAMARCA;[-66.295161,-28.372007]
ENSERVICIO;RIO TURBIO;RARZRTB01;SANTA CRUZ;[-72.348056,-51.537211]
ENSERVICIO;28 DE NOVIEMBRE;RARZ28N01;SANTA CRUZ;[-72.20804109,-51.58]
ENSERVICIO;CASAS VIEJAS;RARZCSV01;SANTA CRUZ;[-72.297407,-51.690316]
ENSERVICIO;JULIA DUFOUR;RARZDUF01;SANTA CRUZ;[-72.23989673,-51.54]
ENSERVICIO;ROSPENTEK;RARZROK01;SANTA CRUZ;[-72.14269883,-51.66]
ENSERVICIO;CANCHA CARRERA;RARZCHC01;SANTA CRUZ;[-72.23635879,-51.25583043]
INACTIVO;POMONA;RARRPMN01;RIO NEGRO;[-65.61022222,-39.4865]
INACTIVO;LAMARQUE;RARRLMQ01;RIO NEGRO;[-65.70247222,-39.42445556]
INACTIVO;LUIS BELTRAN;RARRLBE01;RIO NEGRO;[-65.76441667,-39.31052778]
INACTIVO;GENERAL CONESA;RARBGCN01;BUENOS AIRES;[-57.3249371,-36.52]
INACTIVO;TRES ARROYOS;RARBTAR01;BUENOS AIRES;[-60.30571667,-38.3809472]
INACTIVO;SALTO DE LAS ROSAS;RARMSDR01;MENDOZA;[-68.22296667,-34.722975]
INACTIVO;RAMA CAIDA;RARMRCD01;MENDOZA;[-68.36854444,-34.7020583]
INACTIVO;BARRIO EL NEVADO;RARMNEV01;MENDOZA;[-67.98706667,-34.7873472]
INACTIVO;VILLA ATUEL NORTE;RARMATU01;MENDOZA;[-68.03007222,-34.758225]
INACTIVO;PUNTA DEL MEDANO;RARJPME01;SAN JUAN;[-68.41715,-31.8934]
INACTIVO;SAN ISIDRO;RARKSIS01;CATAMARCA;[-65.726225,-28.4492388]
INACTIVO;RAMON J CARCANO;RARXRJC01;CORDOBA;[-63.1030203,-32.4919403]
INACTIVO;MONTE LENA;RARXMLE01;CORDOBA;[-62.58881944,-32.6113083]
INACTIVO;ALVAREZ;RARSAVZ01;SANTA FE;[-60.80599444,-33.1291]
INACTIVO;SUCO I-1;RARXSUC01;CORDOBA;[-64.83218611,-33.4418472]
INACTIVO;RIO BAMBA;RARXRBB01;CORDOBA;[-63.73310833,-34.0535]
INACTIVO;LAS HIGUERAS;RARXLHG01;CORDOBA;[-64.288366,-33.090137]
INACTIVO;MISION TIERRAS FISCALES;RARAMTF01;SALTA;[-64.09331389,-23.2251556]
INACTIVO;LAS PERLAS;RARRLPR01;RIO NEGRO;[-68.13688889,-38.9851111]
INACTIVO;CHOELE CHOEL;RARRCHC01;RIO NEGRO;[-65.669479,-39.283165]
INACTIVO;PLOTTIER;RARQPTE01;NEUQUEN;[-68.217842,-38.955829]
INACTIVO;LAS LAGUNAS;RARJLLG01;SAN JUAN;[-68.3661,-32.0433167]
INACTIVO;PAREDITAS;RARMPRT01;MENDOZA;[-69.07878889,-33.9431389]
INACTIVO;1° DE MAYO;RAREPDM01;ENTRE RIOS;[-58.42454444,-32.2512194]
INACTIVO;LOS BALDECITOS;RARJBAL01;SAN JUAN;[-67.695167,-30.221139]
INACTIVO;VIEYTES;RARBVYT01;BUENOS AIRES;[-57.56868889,-35.2708417]
INACTIVO;PUESTO DEL MARQUEZ;RARYPMS01;JUJUY;[-65.69883994,-22.53517977]
INACTIVO;LOMA BLANCA;RARYLOM01;JUJUY;[-66.44638,-22.434188]
INACTIVO;COLONIA ELIA;RARECEL01;ENTRE RIOS;[-58.32471944,-32.67121944]
INACTIVO;VILLA TRINIDAD;RARPVTR01;FORMOSA;[-58.28443056,-26.21972222]
INACTIVO;VILLA DEL CARMEN;RARPVDC01;FORMOSA;[-58.25166667,-26.255]
INACTIVO;PUERTO PILCOMAYO;RARPPIY01;FORMOSA;[-57.6524943,-25.36881317]
INACTIVO;PUERTO DESEADO;RARNPTD01;MISIONES;[-54.03888,-25.786281]
INACTIVO;PINALITO NORTE;RARNPNO01;MISIONES;[-53.940374,-25.935299]
INACTIVO;RIO SEGUNDO;RARXRSG01;CORDOBA;[-63.911656,-31.649442]
INACTIVO;JAMES CRAIK;RARXJCR01;CORDOBA;[-63.464553,-32.167489]
INACTIVO;JUAREZ CELMAN;RARXJCL01;CORDOBA;[-64.164827,-31.27608]
INACTIVO;BARRIO BANCARIO;RARKBBO01;CATAMARCA;[-65.783333,-28.466667]
INACTIVO;VILLA MASCARDI;RARRVMA01;RIO NEGRO;[-71.50982222,-41.3510222]
INACTIVO;DUFAUR;RARBDUF01;BUENOS AIRES;[-62.28739722,-37.9434222]
INACTIVO;ESTANCIA CULLEN (NODO CLIENTE);RARVECU01;TIERRA DEL FUEGO;-
INACTIVO;COLONIA DORA;RARGCDR01;SANTIAGO DEL ESTERO;[-62.95044444,-28.6025556]
INACTIVO;SANTA ROSA;RARMSTR02;MENDOZA;[-68.15674388,-33.25442279]
INACTIVO;EL CARMEN (EL MILAGRO);RARYECM01;JUJUY;[-65.02577778,-24.44763889]
INACTIVO;ARROYO BARU;RAREABA01;ENTRE RIOS;[-58.44769167,-31.8678889]
INACTIVO;PFA;RARCIU99;CABA;-
INACTIVO;PCIA. NET;RARCIU98;CABA;-
INACTIVO;SECRETARIA DE INDUSTRIA Y DESARROLLO PRODUCTIVO;RARCIU97;CABA;-
INACTIVO;EMC;RARCIU96;CABA;-
INACTIVO;HOSPITAL GARRAHAN;RARCIU94;CABA;-
INACTIVO;CASA DE LA MONEDA;RARCIU92;CABA;-
INACTIVO;POLICIA DE SEGURIDAD AEROPORTUARIA;RARCIU91;CABA;-
INACTIVO;SIP (ROQUE SAENZ PEÑA 637);RARCIU87;CABA;-
INACTIVO;PREFECTURA NAVAL;RARCIU85;CABA;-
INACTIVO;JEFATURA DE GABINETE DE MINISTROS;RARCIU82;CABA;-
INACTIVO;INTA;RARCIU81;CABA;-
INACTIVO;INASE;RARCIU80;CABA;-
INACTIVO;EDIFICIO ALAS;RARCIU78;CABA;-
INACTIVO;ESTADO MAYOR DEL EJERCITO ARGENTINO (AZOPARDO 250);RARCIU77;CABA;-
INACTIVO;CONAE;RARCIU75;CABA;-
INACTIVO;ADIFSE;RARCIU71;CABA;-
INACTIVO;MINISTERIO DE OBRAS PUBLICAS (RAMOS MEJIA 1358);RARCIU70;CABA;-
INACTIVO;MINISTERIO DE HABITAT (RAMOS MEJIA 1358);RARCIU69;CABA;-
INACTIVO;INAP (AV. BELGRANO 637);RARCIU68;CABA;-
INACTIVO;GENDARMERIA NACIONAL;RARCIU48;CABA;[-58.373977,-34.583211]
INACTIVO;MIGRACIONES;RARCIU44;CABA;[-58.368052,-34.592849]
INACTIVO;MINISTERIO DE TRANSPORTE;RARCIU40;CABA;[-58.369694,-34.611521]
INACTIVO;CANCILLERIA;RARCIU32;CABA;[-58.378992,-34.593825]
INACTIVO;MINISTERIO DE CIENCIA Y TECNOLOGIA;RARCIU29;CABA;[-58.428815,-34.582207]
INACTIVO;MINISTERIO DE TURISMO;RARCIU27;CABA;[-58.379861,-34.5950005]
INACTIVO;IAF;RARCIU22;CABA;[-58.382672,-34.599798]
INACTIVO;SUPERINTENDENCIA DE SERVICIOS DE SALUD;RARCIU21;CABA;-
INACTIVO;AAIP;RARCIU20;CABA;-
INACTIVO;PAMI;RARCIU18;CABA;[-58.387859,-34.602373]
INACTIVO;INAES;RARCIU13;CABA;[-58.389703,-34.61]
INACTIVO;ENRE;RARCIU12;CABA;[-58.379364,-34.6]
INACTIVO;MINISTERIO DE DEFENSA;RARCIU01;CABA;[-58.368254,-34.610062]
INACTIVO;SAN CAYETANO;RARBSCY01;BUENOS AIRES;[-59.60638261,-38.35]
INACTIVO;PIPINAS;RARBPPN01;BUENOS AIRES;[-57.32740833,-35.5296611]
INACTIVO;NECOCHEA;RARBNCH02;BUENOS AIRES;-
INACTIVO;MIRAMAR;RARBMRM01;BUENOS AIRES;[-57.84047146,-38.27]
INACTIVO;PUNTA INDIO;RARBIND01;BUENOS AIRES;[-57.23600724,-35.28]
INACTIVO;FELIPE SOLA I-1;RARBFSL01;BUENOS AIRES;[-62.821492,-38.007703]
ENSERVICIO;DATACENTER TELECOM;RARBDTC01;BUENOS AIRES;[-58.68305,-34.467082]
INACTIVO;VILLA MERCEDES;RARDVME02;SAN LUIS;-
NO INTEGRADO;SMN;RARCIU88;CABA;-
NO INTEGRADO;JUAN G. BAZAN;RARPBZN01;FORMOSA;[-60.83352222,-24.5429028]
NO INTEGRADO;SACHAYOJ;RARGSHJ01;SANTIAGO DEL ESTERO;[-61.81244444,-26.67375]
NO INTEGRADO;CORONEL MANUEL L. RICO;RARGMRI01;SANTIAGO DEL ESTERO;[-61.81061111,-26.3815556]
NO INTEGRADO;CNV;RARCIU64;CABA;[-58.370856,-34.605833]
NO INTEGRADO;MINISTERIO DE SALUD;RARCIU14;CABA;[-58.38138,-34.612214]
NO INTEGRADO;SOFSE;RARCIU11;CABA;[-58.422919,-34.571735]
NO INTEGRADO;ANSES;RARCIU50;CABA;[-58.377662,-34.612336]
NO INTEGRADO;VILLA ELISA;RAREVEL01;ENTRE RIOS;[-58.39750556,-32.1697278]
NO INTEGRADO;SIERRA GRANDE;RARRSGD01;RIO NEGRO;[-65.35308056,-41.600725]
NO INTEGRADO;VILLA BURRUYACU;RARTVBY01;TUCUMAN;[-64.74297222,-26.50113889]
NO INTEGRADO;SALTA;RARASLT01;SALTA;[-65.41981111,-24.80421389]
NO INTEGRADO;EL CARAMELO;RARSCAO01;SANTA FE;[-60.715,-33.1427778]
NO INTEGRADO;CULLEN (BAJA);RARVCLN01;TIERRA DEL FUEGO;-
NO INTEGRADO;COMANDANTE LUIS PIEDRABUENA;RARZCLP01;SANTA CRUZ;[-68.92560556,-49.98555]
NO INTEGRADO;PINCHAS;RARFPCH01;LA RIOJA;[-66.95852778,-28.92633333]
NO INTEGRADO;ANILLACO;RARFANI01;LA RIOJA;[-66.928145,-28.801932]
NO INTEGRADO;AMINGA;RARFAMN01;LA RIOJA;[-66.929178,-28.848588]
NO INTEGRADO;PURMAMARCA (GNA);RARYPMM02;JUJUY;[-65.4696666667,-23.7480139]
NO INTEGRADO;PUERTO MADRYN;RARUPMD01;CHUBUT;[-65.04897222,-42.77352778]
NO INTEGRADO;CORONEL VIDAL;RARBCVD01;BUENOS AIRES;[-57.72977778,-37.44535]
NO INTEGRADO;CEIBAS;RARECEI01;ENTRE RIOS;[-58.800108,-33.497247]
NO INTEGRADO;CAMPO DURAN;RARACDN01;SALTA;[-63.67911944,-22.19858611]
INACTIVO;VILLA OJO DE AGUA;RARGVOA01;SANTIAGO DEL ESTERO;[-63.69444722,-29.5022833]
INACTIVO;FEDERAL;RAREFDR01;ENTRE RIOS;[-58.78145,-30.943125]
INACTIVO;ET CALINGASTA;RARJCAL01;SAN JUAN;[-69.450022,-31.304606]
INACTIVO;ET BAUCHACETA;RARJBHC01;SAN JUAN;[-69.276042,-30.498847]
INACTIVO;TRAMO 20;RARGTRV01;SANTIAGO DEL ESTERO;[-64.07307222,-27.7590278]
INACTIVO;SAN PEDRO;RARGSPD01;SANTIAGO DEL ESTERO;[-65.16565,-27.9551167]
INACTIVO;SAN ANTONIO (SAN ANTONIO);RARYSNT01;JUJUY;[-64.806944,-24.218611]
INACTIVO;SAN JOSE;RARKSJE01;CATAMARCA;-
INACTIVO;PUEBLO PABLO TORELO;RARGPPT01;SANTIAGO DEL ESTERO;[-62.22530556,-27.3290556]
ENSERVICIO;MECON (NODO HACIENDA 2);RARCIU51;CABA;[-58.370588,-34.609899]
INACTIVO;PUERTO TIROL;RARHPTI01;CHACO;[-59.0569583,-27.3691472]
INACTIVO;LA MISION EVANGELICA BAUTISTA;RARALMS01;SALTA;[-64.43151667,-23.37216944]
INACTIVO;ANELO;RARQANE01;NEUQUEN;[-68.78698333,-38.3525111]
INACTIVO;JOCOLI VIEJO;RARMJCV01;MENDOZA;[-68.65210556,-32.7197278]
INACTIVO;BARRIO MARIA AUXILIADORA;RARMBMA01;MENDOZA;[-68.18267583,-33.24251362]
INACTIVO;AGRELO;RARMALO01;MENDOZA;[-68.88920278,-33.1287611]
INACTIVO;TILIMUQUI;RARFTLM01;LA RIOJA;[-67.424322,-29.143247]
INACTIVO;MIRANDA;RARFMRD01;LA RIOJA;[-67.665314,-29.339932]
INACTIVO;EL MANZANO;RARMMZN01;MENDOZA;[-69.75844167,-36.1065972]
INACTIVO;ET JACHAL;RARJJCH02;SAN JUAN;-
INACTIVO;ESTACION EL SIMBOLAR;RARGSMB01;SANTIAGO DEL ESTERO;[-64.19119167,-27.6530056]
INACTIVO;MEDELLIN;RARGMLL01;SANTIAGO DEL ESTERO;[-63.78313889,-28.6523889]
INACTIVO;ALTO DE SIERRA;RARJSIE01;SAN JUAN;[-68.44099722,-31.53695]
INACTIVO;SAN CLEMENTE DEL TUYU;RARBSCT01;BUENOS AIRES;[-56.7453944444,-36.3794333333]
INACTIVO;LAGUNA BLANCA - FORMOSA;RARPLGB01;FORMOSA;[-58.24661111,-25.1311917]
INACTIVO;LA VERDE;RARHLVE01;CHACO;[-59.77433,-27.123517]
INACTIVO;ESTACION GENERAL OBLIGADO;RARHEGO01;CHACO;[-59.42015797,-27.41286799]
INACTIVO;VILLA LIBERTAD;RARNVLB01;MISIONES;[-55.310722,-27.562055]
INACTIVO;SANOGASTA;RARFSNG01;LA RIOJA;[-67.61338889,-29.33225]
INACTIVO;GUANCHIN;RARFGNC01;LA RIOJA;[-67.64527,-29.176764]
INACTIVO;COLONIA MALLIGASTA;RARFCMG01;LA RIOJA;[-67.401375,-29.19628056]
INACTIVO;ANGUINAN;RARFAGN01;LA RIOJA;[-67.46265556,-29.20029722]
INACTIVO;VILLA ESCOLAR;RARPVES01;FORMOSA;[-58.67143611,-26.6221639]
INACTIVO;HERRADURA;RARPHER01;FORMOSA;[-58.31161667,-26.4884833]
INACTIVO;PUERTO LIBERTAD;RARNLBD01;MISIONES;[-54.614741,-25.922253]
INACTIVO;ESCUELA 247;RARQ24701;NEUQUEN;[-70.27877778,-39.4984556]
INACTIVO;SAN PABLO;RARKSPB01;CATAMARCA;[-66.0275222,-28.7065111]
INACTIVO;VILLA GENERAL MITRE (EST. PINTO);RARGVGT01;SANTIAGO DEL ESTERO;[-62.644,-29.1555333]
INACTIVO;MAL PASO (GNA);RARGMLP01;SANTIAGO DEL ESTERO;[-64.297997,-27.755003]
INACTIVO;CARLOS PELLEGRINI;RARSCPL01;SANTA FE;[-61.78894991,-32.05]
INACTIVO;MINERA SANTA CRUZ;RARZMSC01;SANTA CRUZ;-
INACTIVO;LUMBRERAS;RARALUM01;SALTA;[-64.92697222,-25.21072222]
INACTIVO;PALMA SOLA;RARPPLS01;FORMOSA;[-57.97770278,-25.2474]
INACTIVO;LAGUNA NAICK-NECK;RARPLNK01;FORMOSA;[-58.116575,-25.2292167]
INACTIVO;LUCERO CUE;RARPLCU01;FORMOSA;[-58.05724722,-25.2499417]
INACTIVO;RIACHO HE-HE;RARPHEH01;FORMOSA;[-58.27475278,-25.3608306]
INACTIVO;FORTIN CABO 1° LUGONES;RARPFCL01;FORMOSA;[-59.83128889,-24.2888083]
INACTIVO;COLONIA PASTORIL;RARPCPS01;FORMOSA;[-58.26121944,-25.6717583]
INACTIVO;SANTA CATALINA;RARXSTC01;CORDOBA;-
INACTIVO;LA PLATA (TRANSENER);RARBLPL02;BUENOS AIRES;-
ENSERVICIO;CORDOBA (CANAL 10);RARXCDB02;CORDOBA;[-64.1969666667,-31.3569555556]
ENSERVICIO;MINISTERIO DE AGROINDUSTRIA;RARCIU38;CABA;[-58.368337,-34.618594]
ENSERVICIO;EDGECONNEX;RARBEDC01;BUENOS AIRES;[-58.957371,-34.41756]
NO LISTO;ANGUIL;RARLANL01;LA PAMPA;[-64.01226944,-36.5263583]
NO LISTO;MARCOS PAZ;RARBMPZ02;BUENOS AIRES;[-58.883353,-34.854614]
NO LISTO;BCRA;RARCIU72;CABA;-
NO LISTO;MINMOD - CABA 1;RARCIU04;CABA;-
ENSERVICIO;EL CHALTEN;RARZCHL01;SANTA CRUZ;[-72.89162671,-49.33]
INTERRUMPIDO;TAMBERIAS (JACHAL EDT);RARJTMR01;SAN JUAN;[-68.724089,-30.184242]
INTERRUMPIDO;TRELEW;RARUTLW01;CHUBUT;[-65.305375,-43.23383889]
ENSERVICIO;LOS SARMIENTOS;RARTLSM01;TUCUMAN;[-65.69543989,-27.41372087]
ENSERVICIO;TOMAS YOUNG;RARGTSY01;SANTIAGO DEL ESTERO;[-62.18527778,-28.6004167]
ENSERVICIO;ROVERSI;RARGRVR01;SANTIAGO DEL ESTERO;[-61.94432222,-27.5918361]
ENSERVICIO;POZO HONDO;RARGPZH01;SANTIAGO DEL ESTERO;[-64.49022222,-27.1629722]
ENSERVICIO;NUEVA ESPERANZA;RARGNEZ01;SANTIAGO DEL ESTERO;[-64.23708611,-26.1998889]
ENSERVICIO;HERNAN MEJIA MIRAVAL;RARGHMV01;SANTIAGO DEL ESTERO;[-62.46936111,-27.1775]
ENSERVICIO;HASSE;RARGHAS01;SANTIAGO DEL ESTERO;[-62.64086111,-27.0708056]
ENSERVICIO;DONADEU;RARGDDU01;SANTIAGO DEL ESTERO;[-62.72344444,-26.7225278]
ENSERVICIO;AEROLITO;RARGAER01;SANTIAGO DEL ESTERO;[-62.37972222,-27.2325278]
ENSERVICIO;ENACOM;RARCIU47;CABA;[-58.374982,-34.60948]
ENSERVICIO;DEL VISO (TELVISO);RARBPDV01;BUENOS AIRES;[-58.79658333,-34.45436111]
ENSERVICIO;ALHUAMPA;RARGALH01;SANTIAGO DEL ESTERO;[-62.54802778,-27.1282778]
ENSERVICIO;ABRA GRANDE;RARGABG01;SANTIAGO DEL ESTERO;[-64.37998333,-27.2907972]
ENSERVICIO;VILELAS;RARGVLL01;SANTIAGO DEL ESTERO;[-62.60976944,-27.9589972]
ENSERVICIO;FERNANDEZ;RARGFRZ01;SANTIAGO DEL ESTERO;[-63.88111111,-27.9285833]
ENSERVICIO;ELENA;RARXELE01;CORDOBA;[-64.397662,-32.568444]
ENSERVICIO;EL TIO;RARXETI01;CORDOBA;[-62.82955556,-31.38136667]
ENSERVICIO;TAPSO;RARGTPS01;SANTIAGO DEL ESTERO;[-65.09449167,-28.4023778]
ENSERVICIO;SEDRONAR;RARCIU33;CABA;[-58.374445,-34.604628]
ENSERVICIO;INGENIERO FORRES;RARGIGF01;SANTIAGO DEL ESTERO;[-63.97153611,-27.8710139]
ENSERVICIO;ESTACION TABOADA;RARGETB01;SANTIAGO DEL ESTERO;[-63.74744444,-28.0075278]
ENSERVICIO;BELTRAN;RARGBLT01;SANTIAGO DEL ESTERO;[-64.06435,-27.8289139]
ENSERVICIO;ESTACION ATAMISQUI;RARGATQ01;SANTIAGO DEL ESTERO;[-63.90772574,-28.5]
ENSERVICIO;RAPELLI;RARGRPL01;SANTIAGO DEL ESTERO;[-64.49976111,-26.3915528]
ENSERVICIO;QUIMILI;RARGQML01;SANTIAGO DEL ESTERO;[-62.41961111,-27.6408889]
ENSERVICIO;CAMPO GALLO;RARGCPG01;SANTIAGO DEL ESTERO;[-62.84458333,-26.5821778]
ENSERVICIO;TERMAS DE RIO HONDO;RARGTRH01;SANTIAGO DEL ESTERO;[-64.866223,-27.49858]
ENSERVICIO;COLONIA NUEVA CONETA;RARKCNC01;CATAMARCA;[-65.834958,-28.579003]
ENSERVICIO;LOS JURIES;RARGLJS01;SANTIAGO DEL ESTERO;[-62.11080278,-28.4636528]
ENSERVICIO;DURAZNO;RAREDUZ01;ENTRE RIOS;[-59.28122222,-31.98889722]
ENSERVICIO;CAMINO DEL BUEN AYRE - AUSOL;RARBCBA01;BUENOS AIRES;[-58.589017,-34.487261]
ENSERVICIO;RIO GRANDE;RARVRGR01;TIERRA DEL FUEGO;[-67.76862,-53.7394]
ENSERVICIO;YPF ENSENADA;RARBYPF01;BUENOS AIRES;[-57.902561,-34.873381]
ENSERVICIO;ITUZAINGO;RARWITZ02;CORRIENTES;[-56.674812,-27.567935]
NO LISTO;RODEO;RARJERO01;SAN JUAN;[-69.13361324,-30.21]
ENSERVICIO;ACUMAR;RARCIU10;CABA;[-58.377916,-34.605313]
ENSERVICIO;GERMANIA;RARBGRM01;BUENOS AIRES;[-62.05183069,-34.58]
ENSERVICIO;FEDERAL;RAREFDR02;ENTRE RIOS;[-58.78145,-30.943125]
ENSERVICIO;AFIP;RARCIU65;CABA;[-58.369694,-34.615243]
ENSERVICIO;LABORATORIO BALBIN - AUSOL;RARBLTB01;BUENOS AIRES;[-58.500303,-34.550133]
ENSERVICIO;SANTA MARIA;RARGSMR01;SANTIAGO DEL ESTERO;[-64.22125,-27.949291]
ENSERVICIO;ARRAGA;RARGARR01;SANTIAGO DEL ESTERO;[-64.22386341,-28.04970885]
ENSERVICIO;GRANADERO GATICA;RARGGRG01;SANTIAGO DEL ESTERO;[-62.71597222,-26.8747778]
ENSERVICIO;LOS CARDOZOS;RARGCZS01;SANTIAGO DEL ESTERO;[-64.16464722,-27.9455194]
ENSERVICIO;VILLA SAN MARTIN (EST. LORETO);RARGVSM01;SANTIAGO DEL ESTERO;[-64.18825556,-28.30225]
ENSERVICIO;SIMBOL;RARGSIM01;SANTIAGO DEL ESTERO;[-62.226403,-27.328063]
ENSERVICIO;BANDERA BAJADA;RARGBJA01;SANTIAGO DEL ESTERO;[-63.51061667,-27.27755]
ENSERVICIO;NUEVA FRANCIA;RARGNVF01;SANTIAGO DEL ESTERO;[-64.19946667,-28.1834222]
ENSERVICIO;TIMBUES;RARSTMB01;SANTA FE;[-60.78831667,-32.6709667]
ENSERVICIO;RENAPER;RARCIU46;CABA;[-58.376144,-34.606439]
ENSERVICIO;MINISTERIO DE MEDIO AMBIENTE;RARCIU28;CABA;[-58.373762,-34.602768]
ENSERVICIO;MINISTERIO DE JUSTICIA;RARCIU35;CABA;[-58.371548,-34.604239]
ENSERVICIO;MINISTERIO DE TRABAJO;RARCIU31;CABA;[-58.370815,-34.600476]
ENSERVICIO;CCK;RARCIU36;CABA;[-58.369501,-34.603649]
ENSERVICIO;FATIMA;RARBFTI01;BUENOS AIRES;[-58.97469129,-34.40725758]
ENSERVICIO;CNRT;RARCIU49;CABA;[-58.3768,-34.607285]
ENSERVICIO;MINISTERIO DE SEGURIDAD;RARCIU30;CABA;[-58.367107,-34.614724]
ENSERVICIO;CASA ROSADA;RARCIU45;CABA;[-58.370326,-34.608252]
ENSERVICIO;LEGAL Y TECNICA BOLETIN OFICIAL;RARCIU15;CABA;[-58.379672,-34.6]
ENSERVICIO;MINISTERIO DEL INTERIOR;RARCIU34;CABA;[-58.370283,-34.605649]
ENSERVICIO;SIP - EMPLEO PUBLICO (ROQUE SAENZ PEÑA 511);RARCIU79;CABA;[-58.373823,-34.607592]
ENSERVICIO;RSP 788;RARCIU67;CABA;[-58.377545,-34.606181]
ENSERVICIO;SAMPACHO (SILICA);RARXSMP03;CORDOBA;[-64.802967,-33.443717]
ENSERVICIO;MONTE FLORES (BARRIO DON MANUEL);RARSMFS01;SANTA FE;[-60.63552267,-33.08]
ENSERVICIO;BELGRANO - AUSOL;RARBBLG01;BUENOS AIRES;[-58.626331,-34.483244]
ENSERVICIO;RUTA 197 - AUSOL;RARB19701;BUENOS AIRES;[-58.656558,-34.476706]
ENSERVICIO;RUTA 202 - AUSOL;RARB20201;BUENOS AIRES;[-58.609839,-34.485656]
ENSERVICIO;CAMINO REAL - AUSOL;RARBCRL01;BUENOS AIRES;[-58.580331,-34.487953]
ENSERVICIO;CAPITAN SAN MARTIN - AUSOL;RARBCST01;BUENOS AIRES;[-58.565714,-34.490853]
ENSERVICIO;QUINTA DE OLIVOS;RARBQOV01;BUENOS AIRES;[-58.48025,-34.514601]
ENSERVICIO;ESCUADRON 53 (GNA);RARYE5301;JUJUY;[-65.2911111111,-24.2187722222]
ENSERVICIO;CABO VIRGENES (ENAP);RARZCBV01;SANTA CRUZ;[-68.397925,-52.328361]
ENSERVICIO;SAN SEBASTIAN;RARVSEB01;TIERRA DEL FUEGO;[-68.45608,-53.29878]
ENSERVICIO;USHUAIA;RARVUSH01;TIERRA DEL FUEGO;[-68.22458,-54.78612]
ENSERVICIO;VILLA ATAMISQUI;RARGVAQ01;SANTIAGO DEL ESTERO;[-63.81770278,-28.4999917]
ENSERVICIO;YERBA BUENA;RARTYBM01;TUCUMAN;[-65.26475,-26.812258]
ENSERVICIO;OTUMPA;RARGOTP01;SANTIAGO DEL ESTERO;[-62.226403,-27.328063]
ENSERVICIO;BARRANCAS (EX LAS JUNTAS);RARKBRC01;CATAMARCA;[-67.119359,-27.536103]
ENSERVICIO;INVAP;RARRINV01;RIO NEGRO;[-71.241614,-41.124955]
ENSERVICIO;AUSOL;RARBASL01;BUENOS AIRES;[-58.550417,-34.497514]
ENSERVICIO;MINISTERIO DE PRODUCCION;RARCIU37;CABA;[-58.375856,-34.610828]
